Texto,Clasificacion
"Y esta es la lista de los predios pendientes que tenemos. Por ejemplo, en Hidalgo nos faltan 40, por lo que tú planteabas. Básicamente están en la Huasteca hidalguense.",economia
"En Estado de México 31, nos faltan; Morelos, cinco; Sonora, cuatro; Nuevo León, 13; San Luis Potosí, 22; Tamaulipas, ocho; Zacatecas, dos; Aguascalientes, un terreno; Jalisco, 28; Puebla, 14; Veracruz, uno; Chiapas, seis; Guerrero, ocho; Chihuahua, dos; Coahuila, uno; Guanajuato, 14; Querétaro, siete; Michoacán, tres. Estos son los terrenos que nos faltan para tener dos mil 744 en julio de este año, pero esto tenemos que conseguir en marzo a más tardar para que les dé tiempo a los ingenieros militares a concluirlos.",economia
"Un banco, una sucursal la están haciendo en tres meses, son de lo más eficiente. Y para que tengan una idea, el promedio, ya equipado y todo, cinco millones de pesos. Un cuartel de la Guardia Nacional para 120 elementos 25 millones de pesos, 30 millones de pesos.",economia
Cuando dicen: ‘¿Por qué alcanza el dinero? ¿De dónde sale tanto dinero? ¿Por qué se hacen tantas cosas?’,economia
"Porque no hay corrupción. Una sucursal de un Banco del Bienestar de cinco millones, pues no. En los tiempos de la corrupción del periodo neoporfirista, si lo hacían, lo cobraban en 30, en 50 millones, y no se concluía en tres meses; se entregaban los anticipos, se robaban el anticipo y ya ahí quedaba tirado.",seguridad
"Entonces, esto es muy importante, entonces vamos a dar a conocer los municipios porque un municipio de la Huasteca hidalguense que tiene que ir a Huejutla, ¿cuánto es?, puede ser dos, tres, cuatro horas, a tener ahí la sucursal.",apoyo
" Lo primero es que sigan denunciándolo. Yo no he escuchado, ¿eh?, que haya tráfico para las entrevistas.",seguridad
"Me acordé ahora de un funcionario del periodo neoliberal, corrupto, que cobraba por audiencia, pero bastante, para recibir le tenían que dar dinero. Claro que el que hablaba con él salía con algo, sí, se rayaba, un contrato, cualquier cosa. Pero nada más para la audiencia había que pagar para que lo recibieran. Esto parece increíble. Nada más lo repito para que no se olvide.",competencia
"Entonces, que los sigan denunciando. Yo no he escuchado esta denuncia. Y le tengo mucha confianza a Marcelo Ebrard y a todo su equipo, y constantemente están ellos haciendo evaluaciones con cónsules, con embajadores.",exterior
"Y, bueno, vamos a seguir mejorando el servicio y limpiando de corrupción todo el gobierno, y en este caso los consulados. Y se tiene que atender muy bien a nuestros paisanos, es su derecho, lo merecen, son para nosotros héroes, entonces lo mínimo es que tengan atención de primera, que los atiendan bien, muy bien, entonces vamos a ver esto.",seguridad
" Muy bien, mira, en lo primero la recomendación es que no se utilice dinero del presupuesto para favorecer a ningún partido, a ningún candidato, que se actúe con transparencia, que el voto sea libre, que las elecciones sean libres y limpias, que se acabe el fraude electoral, que no haya compras de votos, que no se condicione el voto para la entrega de Programas de Bienestar, que no se repartan despensas, todo eso que… La vergüenza.",economia
"En la elección intermedia federal suscribimos una carta todos los gobernadores y el presidente para que se dejara en libertad a los ciudadanos. Se tiene ese documento y vamos a volver a reproducirlo por estas elecciones que están en puerta, la elección en Coahuila y la elección en el Estado de México.",opinion
"Entonces, también decirles a los ciudadanos que denuncien, que no se dejen y no permitir el fraude electoral. Y hay instancias, está la fiscalía electoral para presentar denuncias, el mismo INE, hay que acudir a las autoridades y presentar denuncias, pruebas, de que se está utilizando dinero de procedencia ilícita.",economia
"Pero la recomendación es que los ciudadanos ayuden para que se pueda establecer en nuestro país una auténtica, una verdadera democracia, que no se trafique con la pobreza de la gente, que no bombardeen con publicidad a los ciudadanos, porque eso ha costado muchísimo, no sólo dinero, sino eso ha causado el estancamiento económico del país, porque antes se elegían así a las autoridades, con mucha publicidad, era como meter al mercado un producto, aunque fuese chatarra, como vender detergente o cualquier mercancía.",economia
"Entonces, cuidar todo eso, que no haya uso indebido del presupuesto público, que no se compren los votos, pero depende mucho, mucho, mucho de los ciudadanos, de la denuncia. Yo en la campaña llegaba a decir si les llegan a ofrecer, que les van a dar despensas, entregaban tinacos y pollos y patos, chivos, borregos, puercos, cochinos, marranos, cerdos, así decía. Y si están muy, muy necesitados pues, bueno, dinero del presupuesto. No se debe de hacer, pero está permitido decir una mentira piadosa, díganles que sí, pero a la hora de la hora el voto es libre, es secreto.",competencia
"Pues votar como les dicte su consciencia y a estos mañosos hacerles: ‘Toma tu voto, toma tu Champotón’.",competencia
"Pero hay que denunciar todo esto porque existe aún la mala costumbre de la compra del voto, entonces hay que combatir eso.",competencia
"Acerca de lo que planteas de la aduana, con Jesús déjanos la información y vemos a pedir al secretario de Marina que haga la investigación y que nos informe.",seguridad
" Bueno, en los dos casos ayudamos. Para los trabajadores de limpia, buscamos que los reciban en el gobierno de la ciudad, ahora nos das la información, vamos a pedírselo a la jefa de Gobierno, Claudia Sheinbaum.",opinion
"Y en el otro caso al doctor Pedro Zenteno, del Issste, para que también los atiendan, si te parece.",opinion
" No sabemos todavía cómo están los acontecimientos en Sinaloa. Hay un operativo que inició en la madrugada y más tarde vamos a informarles sobre eso, eso más tarde se informa para que se tenga la información precisa, no nos adelantemos. Va a informar seguramente la secretaria de Seguridad Pública aquí, aquí, como a las 11, 12 de la mañana del día de hoy.",seguridad
"Tú haces una denuncia sobre esto; hoy mismo el director del Seguro va a informar. Si hay elementos, se actúa, se cancelan los contratos. No hay impunidad y mucho menos corrupción.",seguridad
" Sí, pero no pueden, no pueden, porque depende mucho de la dirección. Siempre lo he dicho, si el de arriba es corrupto, todos los demás van a ser corruptos. A lo mejor van a haber excepciones, pero la regla es que la corrupción se da fundamentalmente de arriba para abajo.",seguridad
Imagínense la corrupción que significa que una gran empresa no pague en un año 15 mil millones de pesos de impuestos. ¿Cuántas mordidas son? Nada más un atraco.,economia
"Entonces, no se permite la corrupción; entonces, si no hay corrupción arriba, no tiene por qué haber corrupción abajo. Claro, hay resistencias y no es fácil, porque estamos hablando de siglos de corrupción, desde que llegaron los españoles. Hay constancia, porque no podemos saber a ciencia cierta cómo era la sociedad prehispánica, hay códices, aquí Diego nos puede ilustrar, hay transmisión oral de experiencias, pero documentos, pruebas testimoniales, a partir de que llegan los conquistadores españoles.",seguridad
" Se lo vamos a pedir a María Luisa Albores y, si es necesario, como tú lo propones, que se coordinen con Conagua, con Germán Martínez, con el ingeniero Germán Martínez, de Conagua, y que nos entreguen aquí un informe.",apoyo
" Sí, pero no te voy a contestar yo ahora. Yo te exhorto, te pido de manera respetuosa que nos dejes nada más ver cómo está, porque se van a construir 55 universidades más, hay 145 ya funcionando y se van a construir 55 más.",apoyo
" Sí, si no hay otras escuelas públicas, si hay la población suficiente que está terminando la educación media superior. O sea, no es como antes pues que:",apoyo
"Bueno, pues vamos a informar primero sobre lo sucedido ayer en Sinaloa. Ya se informó al mediodía de ayer, lo hizo el Gabinete de Seguridad, hoy también, y vamos a estar informando constantemente; sobre todo, para tranquilidad de la población en general y en especial a la población de Sinaloa, que les enviamos nuestra solidaridad, nuestro apoyo, para que puedan recuperar lo más pronto posible la normalidad, se está haciendo todo con ese propósito. Y lo que se va a informar tiene que ver con la manera responsable en que se actuó para cuidar a la población civil, que no hubieran víctimas inocentes, eso vamos a tratarlo.",seguridad
"Afortunadamente también se contó con el apoyo del gobierno del estado, del gobernador Rubén Rocha, de autoridades municipales, y todo esto permitió que las cosas no fuesen más difíciles, dramáticas, aun cuando, pues hubo enfrentamientos entre la delincuencia, entre las autoridades con las corporaciones del Ejército, de la Guardia Nacional, de la guardia civil, y con los grupos de la delincuencia.",seguridad
"Lamentamos mucho la pérdida de vidas, desde luego, de quienes perdieron la vida en el cumplimiento de su deber: soldados y miembros de la Guardia; y también lamentamos todas las pérdidas de vida de los seres humanos que el día de ayer participaron en estos enfrentamientos.",seguridad
"Entonces, vamos a que nos informe la secretaria de Seguridad y Protección Ciudadana, Rosa Icela Rodríguez, y el general Luis Cresencio Sandoval González, secretario de la Defensa.",seguridad
"Terminando este informe, el secretario de Relaciones Exteriores, Marcelo Ebrard, va a informar sobre la visita del presidente Biden, del primer ministro Trudeau, la cumbre América del Norte, porque mañana es sábado, no hay conferencia, ni el domingo, es hasta el lunes que nos vamos a volver a encontrar. Aun cuando ya va a estar aquí el presidente Biden, en nuestro país, que es bienvenido, como el primer ministro Trudeau, el lunes sí vamos a tener conferencia en la mañana, martes y miércoles no, también para que vayan ustedes preparándose, que sepan cómo es.",exterior
"Yo hoy tengo una gira de fin de semana, voy a la supervisión del Tren Maya. Ya es una gira que estoy haciendo cada 15 días para que no dejemos de avanzar en esa gran obra de tanta importancia para el sureste y que va a ayudar mucho al desarrollo de cinco estados del país.",economia
"Entonces, tengo que estar allá porque es una obra magna, una obra muy grande, son mil 554 kilómetros y tenemos que terminar a finales de este año. Entonces, por eso empecé con giras de supervisión cada mes, el año pasado cada tres semanas y este año cada 15 días, tramo por tramo, para terminar con esta obra.",economia
" Bueno, primero decir que se va a mantener la presencia de elementos de la Secretaría de la Defensa, de la Guardia Nacional, de la policía estatal, que está colaborando, y que se va a tener esta protección para que no haya daños a la población civil en todo Sinaloa, esa es la decisión que se ha tomado.",seguridad
"Afortunadamente hay una calma en estos tiempos, en estas últimas horas. Hablé con el gobernador y él me menciona que no hay grupos armados en Sinaloa, bloqueos, que ya están quitando desde ayer todos los carros que fueron incendiados y que utilizaron para bloquear las calles, prácticamente en toda la ciudad. Lo que me dijo hoy en la mañana:",seguridad
"‘Señor presidente, como le dije por teléfono, no existen bloqueos activos, sólo la interrupción de la circulación en algunos tramos carreteros donde aún no hemos alcanzado a retirar por completo los vehículos bloqueadores, por ser muy grandes y porque están muy complejos debido a la situación en que los colocaron, pero estamos trabajando para retirar chatarra y escombros en todas las vías. Quizá esa tarea nos lleve todo el día, sobre todo en ciertos tramos carreteros.",seguridad
"‘En la ciudad de Culiacán ya abrimos todas las calles bloqueadas y estamos en la tarea de retirar los carros quemados, que los orillamos a las banquetas. No hay bloqueos bajo resistencia de gente armada. La tardanza sólo es por lo difícil, arduo de las labores que le comento.’",seguridad
"Esto es el informe del gobernador. Entonces, esperemos que se siga con esta labor y al mismo tiempo la vigilancia.",seguridad
"Acerca de las interpretaciones, pues hay muchas, las repensamos, desde luego no las compartimos, porque nosotros actuamos con autonomía. Yo les voy a poner como antecedente que, en dos momentos difíciles, siendo presidente Donald Trump me habló para ofrecernos apoyo, precisamente cuando se detuvo y se tuvo que soltar la primera vez a Ovidio. En esa ocasión yo tomé la decisión de dejarlo en libertad por los riesgos a la población civil, calculamos que iban a haber muchos muertos inocentes y tomamos esa decisión. Me habló el presiente Trump para ofrecerme apoyo; se lo agradecí y le dije que era un asunto nuestro y que nosotros íbamos a enfrentarlo, a resolverlo.",exterior
"Luego vino otro hecho, también muy lamentable: el asesinato de mujeres en Bavispe, con niños, la familia LeBarón y dos familias más. Entonces, pues fue también muy fuerte ese hecho lamentable, y me habló también el presiente Trump para lo mismo, para decirme que ellos podían ayudar con personal y con lo que se necesitara; y lo mismo, la respuesta fue: No, muchas gracias, nosotros vamos a investigar lo que sucedió, como corresponde, y se va a castigar a los responsables. Cosa que, por cierto, ya se hizo, porque hay cerca de 100 detenidos en el caso de Bavispe.",exterior
"Entonces, actuamos con autonomía, con independencia. Sí hay cooperación, y la va a seguir habiendo, pero las decisiones las tomamos como gobierno soberano, independiente, y estas decisiones pues las tomamos en el Gabinete de Seguridad.",seguridad
"Y hay instrucciones que no se tienen que estar repitiendo. Ya sabe la Secretaría de Marina, de Defensa, la Guardia Nacional, que no se permite impunidad, que no hay asociación delictuosa que se permita entre autoridades y la delincuencia, que está bien pintada la raya, que no es como antes, de que no se sabía dónde terminaba la delincuencia y en dónde comenzaba la autoridad porque no había línea divisoria, al grado, como sabemos, que los encargados de la seguridad pública estaban prácticamente al servicio de la delincuencia.",seguridad
" Bueno, la indicación que siempre se hace de estas instrucciones a las que hice referencia, que no se repiten, pues es que se use más la inteligencia, menos la fuerza, que se evite la pérdida de vidas humanas, que se respeten los derechos humanos, esas son las indicaciones.",seguridad
"Entonces, si observan… Porque se habló mucho de Culiacán, así, en general —a ver si ponen la primera lámina— pero lo más cerca es este poblado, Jesús María, que está a 40, 45 kilómetros de Culiacán, y además el sitio donde estaban los presuntos delincuentes era en una orilla, entonces, ahí el riesgo era menor para la población de Jesús María y Culiacán; la vez pasada, pues era en la plena ciudad y a las tres de la tarde, otra situación completamente distinta.",seguridad
"Sí se robaron vehículos que, se sostiene que se usaron para los bloqueos, pero agresiones así directas y graves a la ciudadanía, pocas, también de parte de la delincuencia.",seguridad
"Y la gente se portó muy bien porque el gobernador a tiempo informó, pidió que no salieran, que se protegieran, y la gente hizo caso, ayudó mucho eso, quedaron vacías las calles y esto ayudó para hacer un seguimiento y estar actuando. Esa es mi apreciación.",seguridad
"Lo más importante en nuestra estrategia pues es prevenir, que la gente no tenga necesidad de dedicarse a la delincuencia, que haya trabajo, que se atienda a los jóvenes, que nadie se vea obligado por falta de oportunidades a tomar el camino de las conductas antisociales, y eso lo estamos haciendo en Sinaloa y en todo el país.",seguridad
"No hay un hogar en donde no haya un apoyo, la mayor parte del presupuesto se está destinando a la gente. Somos 35 millones de familias y podemos probar que 30 millones de familias, los más pobres, sobre todo, 30 millones, reciben cuando menos un beneficio o una porción del presupuesto.",apoyo
"Y se está atendiendo a los jóvenes como nunca. Antes nada más se les llamaba ‘ninis’ de manera despectiva, que ni estudiaban ni trabajaban; ahora, sólo el programa Jóvenes Construyendo el Futuro atiende a dos millones 400 mil jóvenes, que se les apoya con un salario mínimo para capacitarse, trabajan de aprendices, con el propósito de que no los enganche la delincuencia, que esa es la lucha más intensa, el propósito de quitarles a los jóvenes, que no se los lleven, y hemos avanzado mucho en eso.",apoyo
"Y también el apoyo a productores. En Sinaloa hay miles, creo que como cinco mil, a ver si tenemos el dato, productores que están en el programa Sembrando Vida, que reciben un apoyo para sembrar sus tierras con árboles frutales, maderables, en toda la sierra, en Sinaloa.",apoyo
"Entonces, eso y el apoyo a los adultos mayores, y el apoyo a niñas, niños con discapacidad, que significa una cantidad considerable del presupuesto, como nunca, pues es lo que nos ha ayudado más, porque tenemos la concepción de que la paz es fruto de la justicia. Eso nos ha ayudado mucho, porque estaba muy descompuesto todo, muy arraigada la actividad delictiva, porque no se atendían las causas, pero estamos hablando de décadas sin apoyo al pueblo, entonces, se fueron estableciendo estas prácticas ilícitas como opción, como alternativa.",apoyo
"Entonces, la base es eso, de la estrategia, atender las causas, 10 mil en Sinaloa, sembradores que reciben cada mes, en el caso de Sinaloa desde hace dos años un jornal, ahora va a ser un salario mínimo, seis mil, sí, porque son 208 pesos el salario, eso se les da para que siembren sus parcelas, a 10 mil productores.",apoyo
"Ayuda mucho el que se haya permitido que participaran en tareas de seguridad la Secretaría de Marina, la Secretaría de la Defensa, porque en una situación como la de ayer ¿cómo se enfrenta? Las policías estatales, las policías municipales no pueden, la Policía Federal que existía no estaba en las regiones, en el territorio. Ahora, como lo explicó en general, hay instalaciones de la Secretaría de la Defensa, de la Guardia Nacional.",seguridad
"Lo que hacemos aquí todas las mañanas se hace en Culiacán, y participa el gobernador y participa el comandante de la región militar, de la zona militar; participa el representante de seguridad pública y toman decisiones de manera conjunta, todo eso ayuda mucho, entonces vamos a continuar trabajando así.",seguridad
" Sobre la extradición, que estás planteando, es un proceso, se hace la solicitud de parte del gobierno, en este caso de Estados Unidos, pero se tiene que presentar las pruebas, los elementos y ya los jueces en México deciden. No es nada más la solicitud, sino es el probar el tipo de delito por el que se le está pidiendo que se le extradite.",seguridad
"Y es un proceso, no hay, como lo mencionó, Marcelo, si fue así, fast track, no es: A ver, ahí te lo enviamos. Eso lo hacían en la época de Zedillo, en otros tiempos; aquí hay un auténtico, un verdadero Estado de derecho que se tiene que respetar, independientemente de los delitos a los que hizo mención Adán, estamos hablando de la extradición.",exterior
"La economía, ‘ese es un asunto de los técnicos’. No, es asunto de todos. ¿Cómo no va a saber de economía una ama de casa, un papá, jefe de familia, una mamá, si hacen milagros estirando el ingreso, el presupuesto familiar? No está tan complicado, lo que pasa es que no querían informar, no querían que la gente tuviese elementos. No se orientaba, no se concientizaba; ahora no, ahora nos importa muchísimo el que se conozca de todo, que todo mundo estemos informados porque eso nos ayuda a tener un criterio propio y a poder discernir, y que no nos manipulen.",economia
"Entonces, sí es muy importante la información, por eso, aunque se trata de un juicio en Estados Unidos, que es una extradición, que es un juicio como el que van a iniciarle a García Luna, pues sí se puede informar cómo es, y Marcelo tiene manera.",exterior
"Lo otro va marchando, es el cambio, es la modernización de equipos, sobre todo de turbinas en las hidroeléctricas, son 17. Ya están hechos los contratos, ya se está trabajando y tiene que estar terminado el año próximo.",apoyo
" Va a aumentar la generación de energía y es utilizar los mismos embalses, la misma agua y producir energía limpia, nada más que con turbinas modernas, porque hay hidroeléctricas con turbinas de 40, de 50 años que ya no tienen los mismos rendimientos.",economia
"Entonces, se está invirtiendo en esto, va a ayudar a generar más energía, las hidroeléctricas son importantísimas. Cualquier otra planta, si se tiene que echar a andar para empezar a producir energía, una de ciclo combinado, por ejemplo, puede durar en producir energía en 10 horas, 12 horas; una planta hidroeléctrica, en una hora. Entonces, en una emergencia, cuando las heladas en Texas y en el norte de nuestro país, las hidroeléctricas fueron las que entraron a producir energía y nos ayudaron mucho. Entonces, se está haciendo esa inversión.",economia
"Y también se están construyendo nuevas plantas hidroeléctricas. Por ejemplo, están dos proyectos, hay dos proyectos en Sinaloa:",economia
"En la presa de Picacho, que se utilizaba nada más el agua para riego y para abastecer de agua a Mazatlán, y ahora se van a instalar turbinas también para generar energía eléctrica.",economia
"Y en la presa Santa María, que se está construyendo, que ya lleva alrededor de un 70 por ciento de avance, ya empezó también la Comisión Federal de Electricidad con los proyectos para la generación de energía en la presa, que va a significar abasto de agua para el sur de Sinaloa, agua para riego y también generación de energía eléctrica.",economia
"Entonces, sería bueno que un día, porque vamos a estar informando constantemente, que venga el director de Pemex, que venga el director de la Comisión Federal de Electricidad, y les expliquen cuáles son los programas que están en marcha. Y esto es, creo yo, de utilidad, porque está aumentando la generación de energía eléctrica y en especial de energías limpias, y eso también me gustaría que se conociera, de cómo se ha ido avanzando en la generación de energías limpias sin necesidad de la privatización, es decir, con el apoyo a la Comisión Federal de Electricidad que es una empresa pública.",economia
" Sí para explicar en qué consiste este plan para dejar de quemar el gas, que es un desperdicio en lo económico, y pues es contaminación.",economia
"Estamos en trato con la Secretaría de Agricultura de Estados Unidos, con la Secretaría de Comercio, es un tema que se va a tratar en la reunión bilateral, lo relacionado con el comercio, el maíz, se está buscando de que no se consuma maíz amarillo, transgénico.",exterior
"Hay algunas inquietudes; ya se aclaró de que se puede utilizar se maíz para forraje, porque con malas intenciones empezaron a decir que ya estábamos prohibiendo la entrada de maíz en general. No. Se aclaró de que lo que queremos es que para las tortillas sea maíz blanco no transgénico y permitir hasta dos años la importación de maíz amarillo para forraje, siempre y cuando —fue nuestro planteamiento— se haga una investigación entre científicos, entre organismos como Conacyt y el equivalente a organismos de Estados Unidos para ya, de una vez por todas —y esto es conveniente para consumidores mexicanos y estadounidenses—, saber el daño que puede ocasionar el maíz transgénico o descartar ese posible daño a la salud. Pero ya tener la certeza sobre los daños y que no sean conjeturas, sino que sea producto de una investigación conjunta de agencias dedicadas a la investigación y a la salud, de Estados Unidos y de México, y parece que ya se aceptó esta propuesta.",exterior
"Acerca de utilizar el maíz amarillo para endulzar refrescos o bebidas embotelladas, eso habría que verlo con la secretaria de Economía, con Raquel Buenrostro, para cambiar por la caña de azúcar. Nosotros tenemos producción de azúcar y tenemos también, afortunadamente, demanda, se está exportando azúcar; eso nos ha ayudado mucho porque de los ingenios azucareros vive mucha gente. Y antes había más problemas porque estaban muy cerradas las exportaciones, los cupos; ahora se han ampliado y esto ha mejorado el precio del azúcar, y por lo mismo se ayuda más al productor, al cañero.",economia
"Y donde hay un ingenio pues hay prosperidad, porque se beneficia al trabajador, se beneficia el productor, se beneficia el transportista, el comerciante, el mecánico. Es una fábrica un ingenio.",economia
"Entonces, hemos tenido la suerte, por circunstancias que tienen que ver con el tratado, de que ahora se esté exportando azúcar y esto ha mantenido precios; si no muy buenos, mejores que los de antes.",economia
"Ya nos vamos, ahora sí ya, vamos hasta la península. Y regreso hasta el domingo porque vamos a recibir al presidente Biden.",exterior
"Nos da mucho gusto la visita del presidente Biden, la visita del primer ministro Trudeau. Le agradecemos mucho también al presidente Biden, a su equipo, porque había gente insistiendo en que no bajara su avión en el aeropuerto ‘Felipe Ángeles’, o sea, me llamaba mucho la atención eso. Ya serénense, ya tranquilícense.",exterior
"Vi a… A ver, pon un tuit nada más. No, ya no, ya no. No, pero sí ponlo. Porque además todos son amigos, o sea, no debemos de vernos como enemigos, si acaso adversarios. Pero sí pon a López-Dóriga. Puso su tuit, dice: ‘Confirmado, no va a bajar el avión del presidente Biden en el Felipe Ángeles’, hace como dos días. Entonces, cómo se va a meter en eso. Y ahora, pues tiene que decir: ‘Confirmado, sí va a bajar el avión del presidente Biden’.",exterior
"Entonces, agradecerle al presidente Biden, al Servicio Secreto, a los que se encargan de la seguridad, de la logística, la confianza. Si ya había decidido el primer ministro Trudeau bajar ahí, ¿por qué no iba a bajar el presidente Biden? O sea, sí hay tantas cosas para cuestionar a nuestro gobierno, pues no somos perfectos, la perfección es del Creador y de la naturaleza, nosotros somos seres humanos.",exterior
" Pues que va a estar en, creo, en Laredo, en El Paso y luego viene acá con nosotros. Es que el tema migratorio es un asunto que ellos atienden y es también un asunto que se usa políticamente, o sea, hay cuestionamientos de un partido y de otro sobre lo mismo.",exterior
"Pero estamos trabajando de manera coordinada con el presidente Biden en ese tema, muy bien, y hay resultados. Y lo que está planteando no está mal, se malinterpretó lo que dijo, porque él lo que estaba planteando es que, los que tengan necesidad de hacerlo, que puedan llegar a Estados Unidos mediante un procedimiento. Ya se abrió este procedimiento con 24 mil visas temporales o como se les llame en el caso de los hermanos venezolanos, y se quiere hacer también lo mismo en otros casos.",exterior
"Entonces, eso está bien, porque además no se corren los riesgos de la travesía, se pueden hacer los trámites. Si hay un familiar en Estados Unidos que lo solicita, hay unos requisitos, pero en el caso de venezolanos, Marcelo me informaba que ya han ingresado por este procedimiento como 12 mil, y lo iniciaron hace dos meses, tres. Entonces, ese procedimiento nosotros lo vemos bien si se amplía, y yo creo que eso es lo que él está proponiendo y lo vemos bien.",exterior
"Sí, aquí está, ¿verdad?, aquí está: ‘Aterrizará en el aeropuerto de la Ciudad de México y no en el AIFA, como lo propuso’ ya saben quién. Ah, bueno, ya lo puso: ‘Que siempre sí, informa Ebrard’, sí.",exterior
" Lo voy a recibir al presidente Biden y él pidió, y estuve totalmente de acuerdo, en que juntos nos traslademos por tierra para platicar. No vamos a tener mucho tiempo, porque se hacen como 30 minutos ¿no?, 40.",exterior
"Y también está con nosotros Marcelo Ebrard para informarles sobre el programa sobre la cumbre de dirigente de jefes de Estado, presidentes, el ministro de Canadá; que ya está iniciada, porque recibimos ayer al presidente Biden; hoy llega el primer ministro Trudeau. Pero para dar a conocer todo el programa, Marcelo nos va a informar. Esos son los dos temas básicamente. Ah, y los videos, como todos los lunes. Vamos a comenzar con Ricardo.",exterior
" Bueno, pues fue un buen encuentro. El presidente Biden es una gente amable. Estuvo todo el tiempo contento. Platicamos sobre temas que vamos a tratar en la reunión de hoy, en la reunión bilateral: el tema migratorio, los temas relacionados con la integración económica de América del Norte y sobre todo el pensar en la integración económica con respeto a las independencias, a las soberanías de todos los países de nuestro continente, porque, como lo hemos venido diciendo, no basta con integrarnos en América del Norte.",exterior
"Se está haciendo muy bien esta integración con respeto a las soberanías de Canadá, de Estados Unidos, de México, pero es mucho, mucho, muy importante pensar en consolidar a todo nuestro continente. Es un sueño que podemos convertir en realidad, el que se logre la unión entre todos los países del continente americano, que podamos complementarnos, porque es el continente con más potencial, con más recursos, con más posibilidades de garantizar el bienestar para nuestros pueblos, pero tenemos que unirnos.",exterior
"Y no sólo pensar en lo económico, en lo comercial, sino también en el bienestar de nuestros pueblos, la ayuda mutua, y actuar con respeto a las soberanías. Sobre eso hablamos, en muy buenos términos.",economia
"Él está muy contento de visitar México. Y pues fue muy agradable todo el recorrido, hasta me estuvo ahí mostrando cómo es ese vehículo especial, él mismo me ponía los botones de lo que hace esa silla, muy muelle. Y estuvimos platicando muy bien. Es una muy buena persona y yo pienso que va a ser muy exitoso el encuentro, la cumbre en general.",exterior
"Ya no hubo necesidad de tratar el tema de Brasil porque él ya se había pronunciado, lo mismo el primer ministro Trudeau, lo hicimos nosotros, lo hicieron prácticamente todos los gobiernos del mundo, en rechazo a la actitud irresponsable, antidemocrática en Brasil y a favor del presidente Lula, esa es nuestra postura y coincidimos en esto.",exterior
"Vamos a continuar apoyando al presidente Lula, que fue electo democráticamente, lo apoyan las fuerzas progresistas de Brasil, de México, del continente americano. Es muy satisfactorio el que la solidaridad hacia el presidente Lula no sea nada más de países de América Latina y del Caribe, sino que también el apoyo a la democracia en Brasil, al presidente Lula, también incluya a Canadá, a Estados Unidos y a países de todo el mundo. Es un hecho a destacar que es un consenso de los países del continente americano, y eso es muy bueno, porque independientemente de las posturas políticas, partidistas, se tiene que defender la democracia, se tiene que respetar la voluntad del pueblo.",exterior
"En el primer caso, lo que tiene que ver con migración, pues lo planteamos, pero en el marco de la cooperación para el desarrollo, coincidimos de que hay que atender las causas de la migración, que la gente no se echa a andar, no abandona sus pueblos por gusto, sino por necesidad, y que hay que garantizar oportunidades a los ciudadanos, a los trabajadores de todos los países en sus lugares de origen, sobre eso hablamos mucho.",exterior
"Y no sólo eso. Vamos hoy a mostrar nosotros, cómo con inversiones modestas, pero eficaces, y con dimensión social, se ha logrado apoyar en El Salvador, en Honduras, con programas como Sembrando Vida, como Jóvenes Construyendo el Futuro. Y tenemos ya estudios, tenemos evaluaciones de cómo en donde se están aplicando estos programas se ha reducido considerablemente el flujo migratorio, es decir, la gente ya no opta por emigrar, sino se queda en sus comunidades. Eso lo vamos a tratar hoy.",exterior
"Entonces, ese pues es el error, el atisbo de nuestros adversarios, que simplifican demasiado, no toman en cuenta que estamos llevando a cabo una política de principios, de ideales. Entonces, que si se detuvo a esta persona, Ovidio, fue porque venía el presidente Biden; que si se le detuvo es porque queríamos quedar bien con el presidente Biden. Es un argumento muy ramplón y además es una falta de respeto a quienes llevan a cabo esta acción y pierden la vida.",exterior
"Nosotros aprendimos en la oposición que un dirigente, y esto aplica para cualquier gobernante, puede poner en riesgo su vida, pero no tiene el derecho de poner en riesgo la vida de los demás. Nosotros lamentamos la pérdida de la vida de cualquier ser humano. Nos dolió mucho el que, en cumplimiento de su deber, 10 elementos del Ejército, una mujer de la Guardia Nacional, compañera, hayan fallecido. Ya se ha hablado con sus familiares, se les está apoyando en todo y hay mucho amor, mucho cariño, mucha solidaridad.",seguridad
"Y también, aunque se trate de personas que tomaron el camino de las conductas antisociales, también nos duelen el que pierdan la vida y lo sentimos mucho por sus familiares. Nosotros estamos por la defensa de la vida, queremos vivir en paz.",seguridad
"Entonces, entendemos también que nuestros adversarios actúen así y se les garantiza el derecho a disentir, no hay ningún problema tampoco. Yo diría que hasta nos ayudan, son como nuestros promotores, porque no saben ser oposición. Como siempre estuvieron arriba pertenecían, pertenecen a las cúpulas del poder económico, del poder político, no saben de cómo actuar porque no conocen los sentimientos del pueblo. Y sucede no sólo en los dirigentes opositores, que por lo general todos son o fifís o aspirantes a fifís o nunca se han vinculado con la gente del pueblo, no sólo eso, los intelectuales, ya sabemos cómo actúan, periodistas.",competencia
"Por cierto, los del Servicio Secreto, que se portaron muy bien, nos dieron un recorrido por todo el aeropuerto. Y yo les invito a que vayan, bueno, a todos los mexicanos. La expresión del presidente Biden: ‘Es un gran aeropuerto’, me dice. ‘¿Todavía estamos en el aeropuerto?’ Sí. Porque los del Servicio Secreto le dieron todo el recorrido, y completamente alumbrado.",exterior
